disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change
DIS-093862,labor strike,electronics,1,asia-pacific,medium,True,2,26.3,1218113.47,production reroute,5,4,15,False
DIS-093863,port congestion,automotive,1,asia-pacific,large,False,1,10.0,9431355.88,production reroute,1,6,17,False
DIS-093864,geopolitical,electronics,2,asia-pacific,large,True,3,22.4,2848591.16,inventory buffer,5,4,103,False
DIS-093865,port congestion,consumer goods,2,south america,medium,True,2,25.9,430503.99,alternative supplier,5,17,34,False
DIS-093866,cyber attack,automotive,4,europe,medium,True,4,40.9,911714.35,combined strategy,4,174,223,False
DIS-093867,geopolitical,automotive,1,north america,medium,True,2,53.4,3103589.06,alternative supplier,1,22,59,False
DIS-093868,natural disaster,consumer goods,1,europe,large,False,4,59.7,6405933.88,combined strategy,8,57,151,True
DIS-093869,labor strike,automotive,3,europe,small,False,2,27.7,316407.89,combined strategy,7,74,158,False
DIS-093870,labor strike,electronics,2,asia-pacific,small,True,2,34.0,52140.85,alternative supplier,4,28,42,False
DIS-093871,natural disaster,pharmaceuticals,2,europe,medium,False,3,43.5,876803.15,combined strategy,6,125,133,False
DIS-093872,port congestion,consumer goods,2,africa/middle east,medium,False,1,16.8,143322.33,production reroute,1,3,11,False
DIS-093873,geopolitical,electronics,3,south america,small,False,2,23.3,288540.8,alternative supplier,9,44,59,False
DIS-093874,cyber attack,consumer goods,2,asia-pacific,small,True,2,5.5,31364.24,inventory buffer,1,28,34,False
DIS-093875,port congestion,pharmaceuticals,2,south america,medium,False,1,16.4,1007220.78,inventory buffer,2,21,33,False
DIS-093876,natural disaster,pharmaceuticals,2,asia-pacific,medium,True,3,25.7,4338541.04,alternative supplier,3,27,53,False
DIS-093877,cyber attack,automotive,4,asia-pacific,large,True,3,25.6,832363.63,alternative supplier,1,19,51,False
DIS-093878,geopolitical,electronics,2,europe,small,False,2,31.4,346488.54,alternative supplier,1,40,121,False
DIS-093879,port congestion,automotive,1,asia-pacific,small,False,4,72.9,921053.2,production reroute,2,37,136,True
DIS-093880,port congestion,pharmaceuticals,2,asia-pacific,small,False,2,21.0,484716.01,inventory buffer,5,17,128,True
DIS-093881,labor strike,electronics,2,asia-pacific,medium,False,2,28.1,734314.74,inventory buffer,2,55,85,True
DIS-093882,cyber attack,pharmaceuticals,3,south america,large,True,3,46.2,37907877.74,alternative supplier,1,28,74,False
DIS-093883,port congestion,automotive,3,europe,small,True,1,7.8,52436.78,alternative supplier,1,5,23,False
DIS-093884,cyber attack,aerospace,2,asia-pacific,medium,True,4,53.2,4713564.58,production reroute,1,55,154,False
DIS-093885,port congestion,consumer goods,2,asia-pacific,medium,True,3,34.1,242196.53,alternative supplier,4,11,19,False
DIS-093886,port congestion,pharmaceuticals,1,asia-pacific,medium,True,1,24.1,6427821.24,production reroute,2,19,24,False
DIS-093887,labor strike,automotive,3,asia-pacific,small,True,3,32.2,196816.59,alternative supplier,1,14,48,False
DIS-093888,natural disaster,pharmaceuticals,2,south america,large,True,2,7.6,2865363.9,production reroute,6,17,48,False
DIS-093889,geopolitical,aerospace,1,europe,large,True,4,67.3,29450791.92,alternative supplier,4,32,59,False
DIS-093890,labor strike,electronics,2,asia-pacific,small,True,1,1.0,10000.0,alternative supplier,4,6,11,False
DIS-093891,factory incident,electronics,1,europe,small,False,1,1.0,11301.33,alternative supplier,3,3,66,False
DIS-093892,geopolitical,pharmaceuticals,2,asia-pacific,medium,True,4,26.9,5372862.17,alternative supplier,1,83,117,True
DIS-093893,cyber attack,automotive,4,north america,medium,False,5,44.9,2316455.77,production reroute,6,27,105,True
DIS-093894,cyber attack,consumer goods,3,south america,large,True,3,22.0,3435046.24,production reroute,2,3,140,False
DIS-093895,factory incident,electronics,1,asia-pacific,large,True,4,44.2,8154831.92,combined strategy,1,36,63,True
DIS-093896,cyber attack,aerospace,2,north america,medium,False,3,50.9,2575836.87,production reroute,4,41,146,False
DIS-093897,natural disaster,aerospace,3,europe,small,False,3,34.1,233130.63,production reroute,10,28,145,False
DIS-093898,natural disaster,automotive,2,north america,small,True,3,39.4,344075.93,alternative supplier,2,4,81,False
DIS-093899,cyber attack,aerospace,1,europe,large,True,2,38.3,5874531.57,alternative supplier,1,3,44,False
DIS-093900,port congestion,pharmaceuticals,3,europe,medium,False,2,26.1,1625552.39,production reroute,1,14,146,False
DIS-093901,port congestion,consumer goods,1,asia-pacific,large,True,1,1.0,53062.92,alternative supplier,6,3,8,False
DIS-093902,port congestion,aerospace,1,north america,large,True,4,73.0,53456274.51,alternative supplier,7,107,118,True
DIS-093903,natural disaster,electronics,1,europe,large,False,4,78.7,9418175.86,production reroute,17,17,150,False
DIS-093904,port congestion,electronics,1,europe,large,True,1,12.5,641838.99,alternative supplier,2,6,20,False
DIS-093905,factory incident,electronics,2,asia-pacific,medium,True,3,27.9,91306.06,alternative supplier,1,8,41,False
DIS-093906,port congestion,automotive,2,asia-pacific,medium,True,3,51.2,3487811.2,alternative supplier,1,30,41,False
DIS-093907,factory incident,aerospace,3,south america,medium,False,1,1.0,11207.46,alternative supplier,5,11,59,True
DIS-093908,port congestion,electronics,3,north america,medium,True,2,29.1,1067974.8,alternative supplier,6,9,24,False
DIS-093909,cyber attack,automotive,1,asia-pacific,large,True,4,44.6,12455528.52,combined strategy,1,38,55,False
DIS-093910,factory incident,electronics,1,north america,medium,False,1,18.2,647021.37,combined strategy,4,3,15,False
DIS-093911,labor strike,aerospace,1,asia-pacific,small,False,2,31.9,16581506.69,alternative supplier,2,26,40,False
DIS-093912,labor strike,automotive,3,north america,medium,False,2,18.5,387089.71,inventory buffer,1,8,41,False
DIS-093913,port congestion,consumer goods,4,europe,small,True,3,23.2,192798.84,alternative supplier,1,66,168,False
DIS-093914,port congestion,electronics,1,asia-pacific,small,False,4,55.0,345725.18,customer delay,6,94,182,True
DIS-093915,geopolitical,electronics,2,south america,small,False,2,15.8,161621.27,production reroute,2,40,80,False
DIS-093916,cyber attack,consumer goods,1,south america,small,True,2,29.7,72433.96,alternative supplier,1,3,8,False
DIS-093917,port congestion,electronics,3,north america,medium,True,2,33.8,1841973.11,customer delay,1,25,84,False
DIS-093918,natural disaster,automotive,3,europe,medium,True,5,36.3,799198.36,alternative supplier,1,52,227,True
DIS-093919,factory incident,aerospace,3,europe,small,True,1,1.8,20718.25,alternative supplier,11,13,20,False
DIS-093920,geopolitical,consumer goods,1,africa/middle east,large,True,1,3.6,331319.74,combined strategy,1,8,13,False
DIS-093921,geopolitical,automotive,2,north america,small,True,4,43.7,1187996.4,alternative supplier,2,14,27,False
DIS-093922,port congestion,pharmaceuticals,1,asia-pacific,small,False,3,41.9,464715.61,production reroute,4,50,105,True
DIS-093923,natural disaster,aerospace,1,asia-pacific,small,True,4,71.9,616114.04,alternative supplier,1,26,85,False
DIS-093924,labor strike,automotive,1,asia-pacific,medium,True,1,18.0,559606.16,alternative supplier,2,3,16,True
DIS-093925,port congestion,automotive,2,asia-pacific,large,True,1,6.8,792538.61,customer delay,1,31,53,False
DIS-093926,factory incident,automotive,1,africa/middle east,medium,True,2,28.1,451467.8,alternative supplier,5,9,21,True
DIS-093927,labor strike,electronics,3,asia-pacific,small,False,3,28.3,141233.84,production reroute,4,12,137,True
DIS-093928,natural disaster,electronics,3,asia-pacific,small,True,3,37.7,1417316.91,alternative supplier,2,28,81,False
DIS-093929,port congestion,automotive,1,europe,large,True,1,19.7,1661787.12,alternative supplier,2,3,19,False
DIS-093930,cyber attack,consumer goods,1,asia-pacific,large,True,4,48.9,1593135.47,alternative supplier,7,40,153,False
DIS-093931,port congestion,pharmaceuticals,1,africa/middle east,medium,True,2,37.2,2534799.66,alternative supplier,1,30,90,False
DIS-093932,natural disaster,consumer goods,3,north america,medium,True,3,29.5,664287.13,alternative supplier,1,37,75,False
DIS-093933,factory incident,consumer goods,2,north america,large,True,3,46.0,3894911.76,alternative supplier,1,19,85,False
DIS-093934,geopolitical,automotive,1,north america,medium,True,2,17.7,2328748.74,production reroute,2,26,57,False
DIS-093935,labor strike,aerospace,2,europe,medium,False,2,18.8,1727963.34,customer delay,6,14,69,True
DIS-093936,port congestion,automotive,3,north america,small,True,1,1.0,10000.0,production reroute,7,32,39,False
DIS-093937,cyber attack,automotive,3,asia-pacific,large,True,3,34.1,6224681.9,alternative supplier,3,22,67,False
DIS-093938,labor strike,consumer goods,4,asia-pacific,large,True,3,18.4,3815026.68,alternative supplier,1,19,24,False
DIS-093939,port congestion,electronics,2,asia-pacific,large,True,1,3.8,2227724.53,alternative supplier,1,13,23,False
DIS-093940,natural disaster,consumer goods,3,asia-pacific,large,True,3,22.2,511504.65,alternative supplier,1,15,52,False
DIS-093941,geopolitical,electronics,2,asia-pacific,medium,True,2,29.3,954174.6,alternative supplier,1,12,40,False
DIS-093942,geopolitical,automotive,4,europe,small,False,2,32.3,296013.83,inventory buffer,1,54,77,True
DIS-093943,natural disaster,electronics,1,asia-pacific,small,False,2,15.7,445523.31,inventory buffer,3,9,40,False
DIS-093944,factory incident,automotive,4,north america,small,False,2,12.7,135783.86,inventory buffer,6,22,55,False
DIS-093945,cyber attack,automotive,2,africa/middle east,medium,False,3,33.9,444110.3,alternative supplier,5,5,101,False
DIS-093946,port congestion,automotive,1,africa/middle east,large,True,1,22.1,5691916.93,alternative supplier,2,3,8,False
DIS-093947,factory incident,automotive,3,south america,medium,False,3,38.7,485592.27,customer delay,1,23,132,True
DIS-093948,labor strike,automotive,1,asia-pacific,small,True,2,49.6,1880515.74,alternative supplier,1,17,34,True
DIS-093949,natural disaster,consumer goods,1,south america,large,False,3,43.9,3345435.8,customer delay,1,9,38,False
DIS-093950,natural disaster,consumer goods,2,asia-pacific,medium,True,3,51.7,994336.96,alternative supplier,1,35,48,False
DIS-093951,geopolitical,electronics,3,north america,small,False,5,47.9,379983.82,combined strategy,8,125,237,False
DIS-093952,geopolitical,aerospace,1,europe,medium,False,3,54.2,1544150.13,customer delay,5,43,123,False
DIS-093953,natural disaster,automotive,3,asia-pacific,medium,True,4,64.1,12128929.2,alternative supplier,9,70,136,True
DIS-093954,port congestion,electronics,3,asia-pacific,small,True,1,1.0,10000.0,inventory buffer,3,5,10,False
DIS-093955,cyber attack,aerospace,1,asia-pacific,medium,True,3,42.7,438899.06,alternative supplier,1,3,12,False
DIS-093956,geopolitical,automotive,4,north america,large,False,2,26.3,2238203.08,alternative supplier,9,18,43,False
DIS-093957,port congestion,electronics,2,north america,large,True,2,24.9,3512134.58,alternative supplier,2,18,30,False
DIS-093958,geopolitical,electronics,1,asia-pacific,medium,False,4,53.4,2961738.49,combined strategy,7,51,258,False
DIS-093959,port congestion,electronics,3,europe,medium,False,1,13.2,394636.97,inventory buffer,5,9,14,True
DIS-093960,natural disaster,automotive,4,europe,medium,False,4,47.3,3101946.19,combined strategy,3,27,82,False
DIS-093961,geopolitical,automotive,1,asia-pacific,medium,False,3,51.1,2027099.36,alternative supplier,8,17,47,False
DIS-093962,geopolitical,electronics,2,europe,medium,True,1,17.0,507619.14,alternative supplier,1,3,12,False
DIS-093963,geopolitical,electronics,4,asia-pacific,medium,True,3,23.9,669638.14,production reroute,1,45,64,True
DIS-093964,cyber attack,consumer goods,1,north america,small,False,3,43.2,230581.09,customer delay,11,56,147,True
DIS-093965,factory incident,electronics,1,africa/middle east,medium,False,3,63.8,1122716.1,inventory buffer,12,35,76,True
DIS-093966,geopolitical,electronics,2,asia-pacific,small,True,3,26.7,239624.99,alternative supplier,2,41,136,False
DIS-093967,geopolitical,automotive,1,asia-pacific,small,False,3,46.4,768150.71,customer delay,1,45,226,True
DIS-093968,port congestion,aerospace,4,north america,large,False,2,23.5,4394275.94,customer delay,27,53,122,True
DIS-093969,port congestion,electronics,3,asia-pacific,small,True,2,6.2,151375.57,alternative supplier,1,21,52,False
DIS-093970,cyber attack,aerospace,2,north america,medium,False,3,28.5,9442479.36,customer delay,3,56,83,False
DIS-093971,port congestion,automotive,1,europe,medium,False,1,12.1,664221.97,production reroute,2,3,8,True
DIS-093972,labor strike,consumer goods,1,north america,large,True,1,23.6,1375182.52,alternative supplier,2,3,9,False
DIS-093973,geopolitical,automotive,4,asia-pacific,medium,False,2,26.3,607773.88,alternative supplier,6,7,33,True
DIS-093974,natural disaster,electronics,1,asia-pacific,medium,False,3,39.8,2472003.34,inventory buffer,5,38,53,False
DIS-093975,cyber attack,automotive,1,north america,small,True,3,39.2,954842.88,alternative supplier,2,13,32,False
DIS-093976,port congestion,pharmaceuticals,2,asia-pacific,small,True,1,3.0,25818.06,inventory buffer,1,16,29,False
DIS-093977,port congestion,electronics,2,asia-pacific,medium,False,1,33.5,1298877.88,production reroute,9,3,8,False
DIS-093978,geopolitical,consumer goods,1,asia-pacific,large,True,4,65.0,5582379.81,alternative supplier,2,40,58,False
DIS-093979,factory incident,electronics,3,north america,medium,True,2,11.5,556984.2,alternative supplier,1,25,31,False
DIS-093980,port congestion,aerospace,1,asia-pacific,small,True,2,41.7,1146023.74,inventory buffer,2,3,13,False
DIS-093981,port congestion,consumer goods,3,asia-pacific,medium,True,1,24.1,80196.05,production reroute,2,47,52,False
DIS-093982,port congestion,electronics,4,africa/middle east,medium,False,2,28.5,1382909.07,inventory buffer,1,11,71,False
DIS-093983,labor strike,consumer goods,2,europe,large,True,3,24.3,477283.98,customer delay,1,58,127,True
DIS-093984,factory incident,consumer goods,1,north america,small,True,1,25.4,59369.85,alternative supplier,7,9,14,False
DIS-093985,port congestion,automotive,3,asia-pacific,medium,False,2,12.8,262913.17,inventory buffer,2,23,106,False
DIS-093986,factory incident,automotive,3,north america,small,False,2,28.8,186870.04,production reroute,8,9,102,False
DIS-093987,port congestion,consumer goods,2,north america,small,False,1,1.0,10000.0,inventory buffer,1,10,38,False
DIS-093988,geopolitical,consumer goods,2,asia-pacific,small,True,3,39.2,762250.01,production reroute,1,12,31,False
DIS-093989,labor strike,automotive,2,asia-pacific,small,False,2,17.7,417673.05,alternative supplier,12,22,62,True
DIS-093990,factory incident,consumer goods,1,north america,medium,True,2,30.2,479910.39,alternative supplier,5,5,10,False
DIS-093991,port congestion,electronics,2,asia-pacific,small,True,2,25.8,1210217.11,alternative supplier,4,20,36,False
DIS-093992,labor strike,consumer goods,1,asia-pacific,small,True,2,35.8,81112.18,alternative supplier,1,5,34,False
DIS-093993,port congestion,automotive,3,asia-pacific,medium,True,4,48.7,3754150.43,alternative supplier,5,33,55,False
DIS-093994,natural disaster,electronics,2,north america,small,True,4,49.7,590831.0,combined strategy,4,75,92,False
DIS-093995,labor strike,electronics,2,north america,large,False,1,5.3,212842.48,production reroute,4,8,39,False
DIS-093996,port congestion,electronics,3,asia-pacific,large,False,1,1.0,132801.89,inventory buffer,3,6,34,False
DIS-093997,cyber attack,electronics,3,south america,small,True,1,10.1,189615.46,alternative supplier,2,7,35,False
DIS-093998,port congestion,automotive,2,north america,small,False,3,38.8,1158819.07,inventory buffer,16,3,30,False
DIS-093999,factory incident,electronics,3,south america,small,False,2,31.0,250277.75,inventory buffer,15,66,113,False
DIS-094000,geopolitical,pharmaceuticals,1,europe,medium,True,2,26.0,5663069.52,alternative supplier,1,27,42,False
DIS-094001,factory incident,electronics,2,asia-pacific,large,True,4,41.4,4940170.46,combined strategy,3,10,69,False
DIS-094002,labor strike,automotive,2,north america,small,False,2,21.4,97222.48,combined strategy,7,13,34,False
DIS-094003,natural disaster,electronics,4,asia-pacific,medium,False,4,48.9,1312727.74,combined strategy,6,37,243,False
DIS-094004,cyber attack,pharmaceuticals,1,europe,medium,False,3,50.1,4789371.08,inventory buffer,7,15,53,False
DIS-094005,factory incident,aerospace,2,asia-pacific,medium,True,2,12.9,215710.07,customer delay,2,20,97,True
DIS-094006,port congestion,electronics,1,europe,small,False,1,31.9,233334.84,customer delay,1,15,26,False
DIS-094007,labor strike,electronics,3,asia-pacific,large,False,3,41.2,3873327.9,inventory buffer,14,29,94,False
DIS-094008,port congestion,aerospace,2,africa/middle east,medium,True,2,29.8,3284488.85,alternative supplier,1,41,68,False
DIS-094009,port congestion,aerospace,4,asia-pacific,medium,False,1,11.5,435103.68,customer delay,1,27,59,False
DIS-094010,geopolitical,electronics,1,europe,small,True,2,20.0,233378.07,alternative supplier,8,10,40,False
DIS-094011,port congestion,consumer goods,1,asia-pacific,medium,True,3,44.3,958461.93,alternative supplier,1,27,95,False
DIS-094012,port congestion,electronics,3,north america,small,True,2,17.2,204784.73,alternative supplier,4,39,63,True
DIS-094013,port congestion,pharmaceuticals,2,africa/middle east,medium,True,3,30.0,2030864.62,customer delay,1,118,133,False
DIS-094014,factory incident,aerospace,3,europe,large,True,1,1.0,1028054.02,alternative supplier,4,3,38,False
DIS-094015,port congestion,automotive,2,europe,medium,False,1,20.8,531718.61,production reroute,8,12,34,False
DIS-094016,geopolitical,automotive,2,europe,large,True,2,25.7,2102450.71,alternative supplier,1,3,47,True
DIS-094017,natural disaster,consumer goods,1,europe,medium,False,4,53.4,769396.13,production reroute,1,47,196,True
DIS-094018,natural disaster,consumer goods,1,north america,medium,True,3,48.3,421304.35,alternative supplier,7,6,32,False
DIS-094019,labor strike,automotive,3,europe,medium,False,1,25.5,2309729.33,production reroute,3,15,35,False
DIS-094020,factory incident,pharmaceuticals,1,europe,small,False,4,62.8,1135530.38,combined strategy,4,16,139,True
DIS-094021,geopolitical,electronics,1,europe,small,False,4,47.9,241645.98,combined strategy,3,46,142,True
DIS-094022,factory incident,electronics,1,asia-pacific,large,True,2,28.2,4536694.77,customer delay,5,17,55,True
DIS-094023,factory incident,pharmaceuticals,1,europe,medium,True,2,27.5,1501222.48,alternative supplier,1,13,38,False
DIS-094024,labor strike,automotive,1,europe,medium,False,2,34.8,1340727.42,inventory buffer,1,17,85,True
DIS-094025,natural disaster,automotive,1,south america,small,False,2,43.5,151448.34,inventory buffer,3,15,49,False
DIS-094026,cyber attack,pharmaceuticals,3,asia-pacific,medium,False,2,9.0,568869.55,inventory buffer,3,44,88,True
DIS-094027,factory incident,electronics,1,africa/middle east,small,True,4,75.1,1175901.17,alternative supplier,3,15,46,False
DIS-094028,port congestion,consumer goods,1,asia-pacific,small,True,3,47.0,1215943.34,alternative supplier,5,21,41,False
DIS-094029,geopolitical,automotive,2,europe,large,False,4,63.2,11418479.62,production reroute,3,18,65,False
DIS-094030,port congestion,electronics,3,europe,small,True,3,37.7,852484.75,alternative supplier,10,10,74,False
DIS-094031,labor strike,electronics,3,asia-pacific,medium,True,4,40.3,800814.29,alternative supplier,1,13,85,False
DIS-094032,geopolitical,pharmaceuticals,4,africa/middle east,medium,True,2,27.6,448211.85,inventory buffer,1,44,101,False
DIS-094033,cyber attack,electronics,1,asia-pacific,medium,True,4,58.8,499294.59,alternative supplier,6,57,106,False
DIS-094034,cyber attack,consumer goods,4,africa/middle east,large,True,3,43.0,5698178.65,alternative supplier,4,47,133,False
DIS-094035,geopolitical,electronics,4,asia-pacific,medium,True,2,19.6,723838.1,alternative supplier,1,4,17,False
DIS-094036,port congestion,pharmaceuticals,1,europe,small,True,2,35.6,1106248.12,customer delay,1,21,56,False
DIS-094037,port congestion,consumer goods,3,asia-pacific,medium,True,2,14.5,502652.21,alternative supplier,3,15,20,False
DIS-094038,natural disaster,pharmaceuticals,3,europe,small,True,3,17.0,131572.31,alternative supplier,1,47,64,False
DIS-094039,cyber attack,pharmaceuticals,4,europe,large,True,3,19.9,29440154.69,inventory buffer,3,60,121,True
DIS-094040,geopolitical,consumer goods,1,asia-pacific,medium,False,3,51.5,7339950.09,production reroute,3,15,55,False
DIS-094041,cyber attack,electronics,2,europe,small,False,4,46.8,162647.43,combined strategy,4,103,200,True
DIS-094042,port congestion,automotive,3,europe,medium,True,4,32.5,2322222.5,alternative supplier,1,57,138,True
DIS-094043,labor strike,pharmaceuticals,1,asia-pacific,large,True,2,27.0,7542182.49,alternative supplier,5,12,29,False
DIS-094044,port congestion,automotive,3,asia-pacific,large,True,2,28.9,9608023.81,alternative supplier,1,24,46,False
DIS-094045,port congestion,electronics,4,north america,small,False,1,21.0,69243.95,inventory buffer,1,11,22,False
DIS-094046,port congestion,aerospace,1,north america,small,True,4,54.4,4503513.21,alternative supplier,4,87,111,True
DIS-094047,cyber attack,aerospace,1,south america,medium,True,2,13.9,516292.66,alternative supplier,1,3,28,False
DIS-094048,labor strike,electronics,1,north america,medium,True,3,44.3,790145.28,alternative supplier,1,10,51,False
DIS-094049,factory incident,automotive,3,north america,small,True,2,8.2,127076.47,alternative supplier,1,20,29,False
DIS-094050,cyber attack,electronics,3,europe,medium,True,2,23.2,338000.54,alternative supplier,1,7,40,False
DIS-094051,port congestion,electronics,3,europe,medium,True,1,10.5,62649.14,alternative supplier,1,10,35,False
DIS-094052,natural disaster,consumer goods,1,africa/middle east,medium,True,2,44.0,167684.55,alternative supplier,10,20,53,True
DIS-094053,port congestion,electronics,1,africa/middle east,medium,False,4,56.5,1737732.83,production reroute,1,49,130,True
DIS-094054,cyber attack,consumer goods,1,europe,medium,False,2,30.9,589940.17,production reroute,3,3,49,True
DIS-094055,port congestion,automotive,2,asia-pacific,medium,True,3,29.9,3710577.68,production reroute,1,19,67,False
DIS-094056,labor strike,electronics,3,north america,small,False,1,1.0,11617.61,inventory buffer,12,3,31,False
DIS-094057,geopolitical,automotive,2,asia-pacific,medium,False,2,12.2,746522.34,inventory buffer,1,14,22,False
DIS-094058,cyber attack,electronics,2,europe,medium,True,5,61.9,1527459.15,alternative supplier,6,37,68,False
DIS-094059,port congestion,pharmaceuticals,3,europe,small,True,1,22.5,674403.79,production reroute,1,6,17,False
DIS-094060,natural disaster,electronics,2,africa/middle east,large,True,2,36.0,12273027.4,alternative supplier,2,3,41,False
DIS-094061,cyber attack,electronics,3,asia-pacific,small,False,4,47.8,125026.62,production reroute,7,5,99,False
DIS-094062,labor strike,pharmaceuticals,2,europe,large,True,2,14.3,7367728.01,alternative supplier,2,12,27,False
DIS-094063,geopolitical,pharmaceuticals,2,asia-pacific,medium,False,4,66.9,7344750.14,production reroute,13,59,141,True
DIS-094064,geopolitical,electronics,3,europe,medium,True,4,43.4,939311.18,alternative supplier,6,87,138,False
DIS-094065,cyber attack,consumer goods,3,europe,large,True,4,45.2,4491122.05,alternative supplier,1,87,173,False
DIS-094066,factory incident,pharmaceuticals,3,asia-pacific,medium,True,3,38.5,763374.65,alternative supplier,1,42,90,False
DIS-094067,factory incident,electronics,1,asia-pacific,large,False,3,51.4,9547676.52,customer delay,2,60,120,False
DIS-094068,labor strike,electronics,2,europe,small,False,2,15.8,299166.39,inventory buffer,8,3,97,False
DIS-094069,port congestion,automotive,2,south america,large,True,1,12.5,2348213.63,production reroute,1,4,12,False
DIS-094070,factory incident,consumer goods,2,europe,large,True,2,12.5,302989.02,alternative supplier,8,9,111,False
DIS-094071,factory incident,consumer goods,2,africa/middle east,medium,False,2,23.5,242502.34,combined strategy,4,15,59,False
DIS-094072,port congestion,pharmaceuticals,3,north america,small,True,3,31.7,490861.99,alternative supplier,2,35,120,True
DIS-094073,labor strike,automotive,3,asia-pacific,large,True,2,29.2,6823689.67,inventory buffer,5,9,27,False
DIS-094074,port congestion,electronics,3,europe,small,False,3,22.6,80145.19,customer delay,10,40,94,False
DIS-094075,cyber attack,automotive,1,africa/middle east,large,True,3,42.0,2949484.62,alternative supplier,5,17,29,False
DIS-094076,cyber attack,consumer goods,3,asia-pacific,small,False,4,42.5,659017.12,production reroute,12,61,182,False
DIS-094077,factory incident,consumer goods,3,europe,medium,False,1,1.0,15927.97,inventory buffer,3,26,36,False
DIS-094078,geopolitical,electronics,3,north america,small,True,2,10.8,35502.07,alternative supplier,5,22,72,False
DIS-094079,geopolitical,automotive,1,north america,large,False,1,16.0,2507238.6,inventory buffer,2,12,29,True
DIS-094080,port congestion,aerospace,3,north america,medium,True,3,24.9,2580443.78,production reroute,3,39,115,False
DIS-094081,natural disaster,automotive,2,asia-pacific,large,True,2,26.8,7109937.38,alternative supplier,3,5,44,False
DIS-094082,natural disaster,electronics,3,south america,small,True,3,37.6,162369.11,inventory buffer,3,9,80,False
DIS-094083,port congestion,consumer goods,2,asia-pacific,medium,True,1,14.4,336574.97,alternative supplier,1,4,21,True
DIS-094084,cyber attack,electronics,1,asia-pacific,large,True,2,73.1,26653659.32,alternative supplier,1,17,23,False
DIS-094085,geopolitical,pharmaceuticals,1,europe,large,True,3,42.6,13637592.64,alternative supplier,1,3,149,False
DIS-094086,natural disaster,electronics,1,north america,small,True,3,51.1,231134.01,combined strategy,9,31,69,False
DIS-094087,cyber attack,consumer goods,4,asia-pacific,large,True,4,39.9,2487439.81,alternative supplier,1,37,48,False
DIS-094088,factory incident,consumer goods,2,asia-pacific,medium,False,2,31.5,558170.59,customer delay,20,19,33,False
DIS-094089,labor strike,aerospace,3,asia-pacific,small,False,1,29.1,2822792.79,inventory buffer,1,5,13,True
DIS-094090,port congestion,automotive,2,asia-pacific,large,False,1,6.3,1520747.16,customer delay,4,14,40,True
DIS-094091,geopolitical,automotive,1,europe,large,True,2,44.9,5066190.26,alternative supplier,4,15,56,True
DIS-094092,port congestion,aerospace,4,asia-pacific,medium,True,3,28.1,1549171.0,alternative supplier,10,55,62,False
DIS-094093,cyber attack,consumer goods,1,asia-pacific,medium,True,4,59.0,677124.23,combined strategy,2,60,92,False
DIS-094094,port congestion,pharmaceuticals,2,africa/middle east,large,False,1,25.1,7034626.74,production reroute,2,5,27,True
DIS-094095,factory incident,pharmaceuticals,1,asia-pacific,small,True,3,58.0,396556.05,alternative supplier,5,39,68,False
DIS-094096,port congestion,automotive,3,south america,large,True,2,30.8,6007249.23,alternative supplier,3,17,26,True
DIS-094097,natural disaster,consumer goods,2,asia-pacific,small,True,3,33.3,754705.02,alternative supplier,9,20,51,False
DIS-094098,geopolitical,automotive,4,europe,small,False,3,29.2,1151917.2,inventory buffer,2,21,55,False
DIS-094099,port congestion,automotive,1,north america,small,True,2,29.9,135815.8,production reroute,3,28,77,False
DIS-094100,geopolitical,consumer goods,2,north america,medium,False,3,21.8,866108.13,combined strategy,1,27,253,True
DIS-094101,natural disaster,electronics,3,south america,large,True,2,16.5,3524384.95,inventory buffer,3,36,82,False
DIS-094102,geopolitical,aerospace,2,asia-pacific,medium,False,4,58.9,24836193.06,combined strategy,2,96,181,False
DIS-094103,geopolitical,pharmaceuticals,1,europe,large,True,2,25.2,6471249.91,combined strategy,2,41,51,False
DIS-094104,factory incident,aerospace,1,asia-pacific,medium,True,2,28.8,1098843.19,alternative supplier,1,5,35,False
DIS-094105,natural disaster,automotive,2,asia-pacific,medium,False,4,49.6,5874823.67,production reroute,2,44,92,True
DIS-094106,port congestion,pharmaceuticals,3,south america,small,True,4,51.9,413618.97,alternative supplier,1,69,74,False
DIS-094107,port congestion,pharmaceuticals,2,asia-pacific,large,True,2,31.5,6194301.87,alternative supplier,3,34,50,False
DIS-094108,geopolitical,electronics,2,north america,medium,False,2,33.5,685430.49,combined strategy,1,11,17,False
DIS-094109,labor strike,consumer goods,1,asia-pacific,large,True,2,31.4,1811387.13,alternative supplier,1,28,39,False
DIS-094110,cyber attack,electronics,1,north america,medium,True,4,63.4,2016245.83,combined strategy,5,38,103,False
DIS-094111,cyber attack,electronics,1,europe,large,True,3,35.2,8983209.41,combined strategy,2,52,69,False
DIS-094112,natural disaster,aerospace,4,south america,large,True,2,8.2,4581286.45,customer delay,1,15,50,False
DIS-094113,port congestion,pharmaceuticals,4,north america,small,True,1,1.0,15824.46,alternative supplier,1,33,59,True
DIS-094114,natural disaster,aerospace,3,asia-pacific,small,False,4,59.0,2191280.64,combined strategy,3,92,164,False
