disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,risk_score,severity_label
DIS-095097,Geopolitical,Pharmaceuticals,2,Africa/Middle East,Medium,True,2,29.8,1359653.91,Alternative Supplier,1,9,85,False,2,Medium
DIS-095098,Port Congestion,Electronics,4,North America,Large,True,1,1.0,173944.35,Alternative Supplier,5,7,24,False,1,Low
DIS-095099,Port Congestion,Electronics,1,North America,Medium,False,2,15.2,512951.29,Production Reroute,1,4,16,True,2,Medium
DIS-095100,Port Congestion,Automotive,1,Asia-Pacific,Small,True,3,49.8,475519.78,Alternative Supplier,1,41,55,False,3,High
DIS-095101,Port Congestion,Consumer Goods,3,North America,Small,True,2,20.3,151091.56,Alternative Supplier,1,33,63,False,2,Medium
DIS-095102,Natural Disaster,Aerospace,2,Europe,Medium,True,2,40.9,9145597.52,Alternative Supplier,2,20,37,False,2,Medium
DIS-095103,Geopolitical,Aerospace,3,North America,Medium,False,2,28.2,1298115.59,Inventory Buffer,1,27,82,False,2,Medium
DIS-095104,Labor Strike,Pharmaceuticals,1,Asia-Pacific,Medium,True,1,29.6,1695534.61,Alternative Supplier,1,3,36,False,1,Low
DIS-095105,Labor Strike,Pharmaceuticals,1,Asia-Pacific,Medium,False,1,33.6,704907.45,Production Reroute,33,3,30,False,1,Low
DIS-095106,Labor Strike,Pharmaceuticals,2,North America,Medium,True,2,14.6,328507.39,Alternative Supplier,2,5,79,False,2,Medium
DIS-095107,Port Congestion,Electronics,1,Asia-Pacific,Large,True,3,20.1,1806013.15,Production Reroute,1,99,110,False,3,High
DIS-095108,Natural Disaster,Consumer Goods,1,Europe,Medium,False,3,51.6,1382342.38,Customer Delay,2,11,94,False,3,High
DIS-095109,Port Congestion,Automotive,3,Asia-Pacific,Large,False,1,8.2,577122.27,Production Reroute,1,40,63,False,1,Low
DIS-095110,Natural Disaster,Electronics,1,North America,Large,False,3,49.7,17628015.04,Production Reroute,4,8,30,False,3,High
DIS-095111,Geopolitical,Aerospace,1,Europe,Small,True,3,61.0,5686447.8,Production Reroute,5,66,92,True,3,High
DIS-095112,Geopolitical,Automotive,3,Europe,Small,True,2,27.3,1150995.08,Alternative Supplier,1,3,45,False,2,Medium
DIS-095113,Labor Strike,Consumer Goods,3,Asia-Pacific,Small,False,3,29.6,141733.45,Customer Delay,9,38,52,False,3,High
DIS-095114,Labor Strike,Consumer Goods,2,North America,Small,False,2,8.9,170032.92,Inventory Buffer,1,25,74,False,2,Medium
DIS-095115,Labor Strike,Pharmaceuticals,4,Europe,Medium,False,2,1.2,61209.71,Combined Strategy,6,60,143,False,2,Medium
DIS-095116,Geopolitical,Pharmaceuticals,3,Europe,Large,False,3,26.1,6760325.27,Inventory Buffer,1,75,123,False,3,High
DIS-095117,Labor Strike,Electronics,3,Asia-Pacific,Medium,True,4,42.0,680517.61,Alternative Supplier,2,38,85,False,4,Critical
DIS-095118,Port Congestion,Automotive,1,Asia-Pacific,Small,True,2,21.5,248852.35,Alternative Supplier,1,3,25,True,2,Medium
DIS-095119,Factory Incident,Pharmaceuticals,1,Asia-Pacific,Medium,False,2,9.0,874273.03,Inventory Buffer,21,31,60,True,2,Medium
DIS-095120,Cyber Attack,Automotive,3,Africa/Middle East,Small,False,3,29.6,105159.04,Customer Delay,5,29,84,True,3,High
DIS-095121,Natural Disaster,Automotive,3,Asia-Pacific,Medium,True,1,1.0,59049.26,Alternative Supplier,4,4,9,False,1,Low
DIS-095122,Cyber Attack,Electronics,2,North America,Small,False,4,69.1,1159836.08,Production Reroute,6,12,111,False,4,Critical
DIS-095123,Port Congestion,Electronics,1,Europe,Medium,False,1,1.0,18855.25,Customer Delay,11,10,20,False,1,Low
DIS-095124,Labor Strike,Automotive,2,Europe,Small,False,1,3.6,69948.3,Combined Strategy,11,5,35,True,1,Low
DIS-095125,Geopolitical,Aerospace,3,South America,Small,False,2,24.1,318423.12,Alternative Supplier,4,11,32,False,2,Medium
DIS-095126,Port Congestion,Pharmaceuticals,4,Asia-Pacific,Medium,True,1,12.0,200536.34,Alternative Supplier,1,19,31,True,1,Low
DIS-095127,Port Congestion,Electronics,3,Europe,Large,True,2,15.2,2364088.18,Inventory Buffer,1,10,25,False,2,Medium
DIS-095128,Geopolitical,Automotive,4,Europe,Small,True,3,25.1,98353.75,Alternative Supplier,1,21,73,False,3,High
DIS-095129,Natural Disaster,Consumer Goods,3,Asia-Pacific,Small,False,1,13.6,189567.05,Production Reroute,2,15,21,False,1,Low
DIS-095130,Factory Incident,Electronics,2,Europe,Small,False,1,5.4,36307.62,Production Reroute,4,3,8,False,1,Low
DIS-095131,Geopolitical,Pharmaceuticals,2,Africa/Middle East,Large,True,4,61.6,52643935.25,Alternative Supplier,8,60,264,False,4,Critical
DIS-095132,Geopolitical,Consumer Goods,2,Asia-Pacific,Small,False,2,11.6,18716.45,Combined Strategy,13,9,37,True,2,Medium
DIS-095133,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Large,True,1,8.3,263759.29,Inventory Buffer,1,15,24,False,1,Low
DIS-095134,Natural Disaster,Consumer Goods,3,North America,Large,True,2,31.3,1384419.09,Alternative Supplier,2,10,22,False,2,Medium
DIS-095135,Port Congestion,Electronics,4,North America,Large,True,3,33.8,4523411.72,Alternative Supplier,1,29,36,False,3,High
DIS-095136,Natural Disaster,Automotive,4,Asia-Pacific,Small,True,4,33.8,99741.22,Alternative Supplier,13,17,56,False,4,Critical
DIS-095137,Cyber Attack,Consumer Goods,4,Asia-Pacific,Large,False,4,50.1,3483287.54,Combined Strategy,3,15,135,True,4,Critical
DIS-095138,Labor Strike,Automotive,3,South America,Large,True,1,26.4,2250450.26,Combined Strategy,2,20,28,False,1,Low
DIS-095139,Cyber Attack,Aerospace,2,Asia-Pacific,Large,True,5,63.9,67225187.9,Production Reroute,1,53,97,False,5,
DIS-095140,Cyber Attack,Consumer Goods,1,Asia-Pacific,Small,False,3,53.0,401603.66,Alternative Supplier,1,4,82,False,3,High
DIS-095141,Cyber Attack,Pharmaceuticals,3,Asia-Pacific,Large,True,3,45.8,16645201.21,Alternative Supplier,6,17,61,False,3,High
DIS-095142,Natural Disaster,Electronics,3,South America,Medium,True,5,58.5,670350.45,Alternative Supplier,6,74,107,True,5,
DIS-095143,Port Congestion,Consumer Goods,2,North America,Medium,True,1,15.7,601863.13,Alternative Supplier,1,8,18,False,1,Low
DIS-095144,Factory Incident,Consumer Goods,3,Europe,Large,False,3,27.6,1780085.27,Customer Delay,1,93,150,False,3,High
DIS-095145,Labor Strike,Electronics,1,Asia-Pacific,Medium,True,3,58.4,1958493.44,Customer Delay,1,36,52,False,3,High
DIS-095146,Geopolitical,Electronics,4,North America,Small,False,2,12.8,141760.76,Alternative Supplier,4,7,22,False,2,Medium
DIS-095147,Natural Disaster,Electronics,3,North America,Large,True,4,37.7,1744024.78,Alternative Supplier,1,29,181,True,4,Critical
DIS-095148,Geopolitical,Automotive,2,Asia-Pacific,Small,False,3,36.8,176848.58,Customer Delay,1,66,127,False,3,High
DIS-095149,Labor Strike,Pharmaceuticals,1,Asia-Pacific,Medium,True,1,21.0,3228643.8,Alternative Supplier,3,6,11,False,1,Low
DIS-095150,Factory Incident,Aerospace,2,Africa/Middle East,Large,True,2,15.5,5365633.17,Alternative Supplier,7,22,165,False,2,Medium
DIS-095151,Port Congestion,Consumer Goods,2,Asia-Pacific,Small,False,1,6.8,27052.08,Production Reroute,1,13,29,False,1,Low
DIS-095152,Port Congestion,Automotive,1,South America,Large,False,2,31.9,2517940.89,Production Reroute,6,83,143,True,2,Medium
DIS-095153,Geopolitical,Aerospace,1,Asia-Pacific,Medium,True,4,65.4,23370055.51,Alternative Supplier,1,24,39,False,4,Critical
DIS-095154,Natural Disaster,Electronics,1,Asia-Pacific,Large,True,3,67.8,8294325.9,Inventory Buffer,1,72,98,False,3,High
DIS-095155,Cyber Attack,Electronics,1,North America,Medium,False,2,33.1,1843495.31,Combined Strategy,1,21,129,False,2,Medium
DIS-095156,Cyber Attack,Automotive,2,South America,Small,True,5,74.6,631450.64,Combined Strategy,1,150,243,False,5,
DIS-095157,Geopolitical,Pharmaceuticals,1,Europe,Medium,True,2,34.7,513123.58,Alternative Supplier,2,3,8,False,2,Medium
DIS-095158,Geopolitical,Electronics,1,Asia-Pacific,Small,False,2,45.3,499667.93,Production Reroute,31,15,78,True,2,Medium
DIS-095159,Cyber Attack,Electronics,2,Asia-Pacific,Small,False,4,43.6,298895.88,Production Reroute,7,7,229,False,4,Critical
DIS-095160,Geopolitical,Electronics,3,Europe,Medium,True,3,28.6,175110.08,Alternative Supplier,1,21,74,False,3,High
DIS-095161,Geopolitical,Pharmaceuticals,1,Europe,Medium,True,2,20.6,272252.94,Customer Delay,1,6,32,False,2,Medium
DIS-095162,Natural Disaster,Automotive,3,Asia-Pacific,Medium,False,1,11.7,314864.12,Alternative Supplier,5,12,21,True,1,Low
DIS-095163,Geopolitical,Consumer Goods,1,Asia-Pacific,Medium,True,1,12.0,104617.18,Customer Delay,1,20,42,False,1,Low
DIS-095164,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Medium,True,1,20.7,1185231.84,Alternative Supplier,1,16,50,False,1,Low
DIS-095165,Labor Strike,Electronics,1,Europe,Medium,False,1,3.0,109152.67,Inventory Buffer,2,13,26,False,1,Low
DIS-095166,Natural Disaster,Automotive,2,Europe,Medium,True,2,41.9,756177.29,Alternative Supplier,1,13,51,False,2,Medium
DIS-095167,Cyber Attack,Pharmaceuticals,2,Europe,Small,False,3,14.2,554557.57,Customer Delay,1,27,223,False,3,High
DIS-095168,Labor Strike,Electronics,2,Europe,Small,True,1,24.4,139076.71,Alternative Supplier,1,5,11,False,1,Low
DIS-095169,Factory Incident,Consumer Goods,4,Asia-Pacific,Medium,False,2,16.2,415781.91,Inventory Buffer,11,17,78,False,2,Medium
DIS-095170,Port Congestion,Electronics,3,Europe,Medium,True,3,34.7,640139.4,Alternative Supplier,2,49,75,False,3,High
DIS-095171,Labor Strike,Automotive,3,North America,Large,False,2,22.7,3854551.2,Inventory Buffer,1,8,52,True,2,Medium
DIS-095172,Cyber Attack,Electronics,1,Asia-Pacific,Medium,True,3,53.6,1583201.07,Customer Delay,2,6,24,False,3,High
DIS-095173,Port Congestion,Consumer Goods,2,Asia-Pacific,Medium,True,1,30.5,598309.73,Customer Delay,2,3,21,False,1,Low
DIS-095174,Port Congestion,Electronics,1,Asia-Pacific,Large,True,1,15.6,938235.51,Alternative Supplier,5,3,11,False,1,Low
DIS-095175,Factory Incident,Automotive,1,North America,Small,False,3,36.4,463596.9,Inventory Buffer,24,5,108,True,3,High
DIS-095176,Cyber Attack,Automotive,3,Asia-Pacific,Medium,False,5,40.1,256395.82,Combined Strategy,14,31,261,False,5,
DIS-095177,Port Congestion,Electronics,1,Asia-Pacific,Medium,True,1,26.5,590429.38,Alternative Supplier,1,17,28,True,1,Low
DIS-095178,Factory Incident,Aerospace,3,Europe,Small,False,4,71.1,3484646.35,Production Reroute,15,27,62,True,4,Critical
DIS-095179,Natural Disaster,Electronics,4,Europe,Small,False,2,40.8,163321.9,Alternative Supplier,2,43,51,False,2,Medium
DIS-095180,Labor Strike,Automotive,3,North America,Medium,True,2,2.1,84401.6,Alternative Supplier,1,10,46,False,2,Medium
DIS-095181,Port Congestion,Electronics,2,Asia-Pacific,Medium,False,1,1.0,49463.73,Inventory Buffer,1,5,47,False,1,Low
DIS-095182,Factory Incident,Electronics,2,North America,Large,True,3,47.2,9855015.45,Alternative Supplier,1,18,113,False,3,High
DIS-095183,Natural Disaster,Aerospace,2,Asia-Pacific,Small,False,5,75.5,1118165.61,Combined Strategy,1,42,135,False,5,
DIS-095184,Port Congestion,Electronics,1,Asia-Pacific,Small,True,1,1.0,10000.0,Customer Delay,2,14,21,True,1,Low
DIS-095185,Port Congestion,Aerospace,2,Asia-Pacific,Medium,False,2,29.6,1790746.72,Customer Delay,1,24,130,False,2,Medium
DIS-095186,Port Congestion,Automotive,3,North America,Medium,True,1,7.4,1269589.67,Alternative Supplier,2,9,21,False,1,Low
DIS-095187,Geopolitical,Automotive,3,Africa/Middle East,Small,True,3,15.0,182731.7,Alternative Supplier,1,22,124,False,3,High
DIS-095188,Natural Disaster,Automotive,3,Europe,Small,False,2,4.4,27239.93,Inventory Buffer,1,24,46,False,2,Medium
DIS-095189,Labor Strike,Electronics,1,Asia-Pacific,Medium,True,1,16.9,2124549.1,Alternative Supplier,1,10,41,False,1,Low
DIS-095190,Geopolitical,Automotive,1,North America,Large,False,2,37.6,4572633.91,Production Reroute,2,37,66,False,2,Medium
DIS-095191,Port Congestion,Consumer Goods,2,Asia-Pacific,Medium,True,2,9.6,179053.78,Alternative Supplier,8,6,11,False,2,Medium
DIS-095192,Labor Strike,Automotive,3,North America,Large,True,1,8.2,6556610.53,Alternative Supplier,1,5,35,False,1,Low
DIS-095193,Natural Disaster,Aerospace,2,North America,Small,False,1,17.7,378698.86,Production Reroute,1,3,19,False,1,Low
DIS-095194,Geopolitical,Electronics,4,North America,Medium,False,3,39.5,3316492.61,Production Reroute,7,26,116,True,3,High
DIS-095195,Cyber Attack,Electronics,2,North America,Small,False,3,38.6,1548159.76,Production Reroute,1,13,33,True,3,High
DIS-095196,Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,True,1,17.1,152653.78,Alternative Supplier,2,4,13,False,1,Low
DIS-095197,Factory Incident,Pharmaceuticals,4,Asia-Pacific,Medium,False,2,19.9,409646.27,Customer Delay,1,18,89,False,2,Medium
DIS-095198,Port Congestion,Electronics,2,Asia-Pacific,Large,True,2,29.2,5916648.11,Customer Delay,1,4,32,False,2,Medium
DIS-095199,Port Congestion,Automotive,1,Europe,Medium,True,2,21.1,271468.57,Alternative Supplier,17,12,17,False,2,Medium
DIS-095200,Natural Disaster,Consumer Goods,1,Asia-Pacific,Medium,True,2,40.6,961114.73,Alternative Supplier,5,25,78,False,2,Medium
DIS-095201,Port Congestion,Pharmaceuticals,2,South America,Medium,False,3,40.4,569805.58,Inventory Buffer,5,28,169,False,3,High
DIS-095202,Cyber Attack,Aerospace,3,Asia-Pacific,Medium,True,4,44.8,8125695.48,Alternative Supplier,1,72,129,False,4,Critical
DIS-095203,Natural Disaster,Electronics,2,Africa/Middle East,Small,False,2,13.0,246645.55,Production Reroute,16,11,86,False,2,Medium
DIS-095204,Geopolitical,Automotive,3,North America,Small,False,3,20.5,609707.6,Inventory Buffer,4,6,43,False,3,High
DIS-095205,Geopolitical,Electronics,1,North America,Medium,True,2,23.4,1633344.69,Alternative Supplier,10,7,59,False,2,Medium
DIS-095206,Factory Incident,Pharmaceuticals,1,Asia-Pacific,Medium,False,1,14.2,1423535.72,Alternative Supplier,4,20,26,False,1,Low
DIS-095207,Geopolitical,Automotive,2,North America,Medium,True,4,45.9,1538411.23,Combined Strategy,2,3,56,False,4,Critical
DIS-095208,Factory Incident,Pharmaceuticals,2,Europe,Medium,False,5,49.3,2415279.84,Combined Strategy,2,19,409,False,5,
DIS-095209,Geopolitical,Electronics,1,North America,Small,True,3,64.2,950794.4,Alternative Supplier,12,21,98,False,3,High
DIS-095210,Natural Disaster,Pharmaceuticals,1,North America,Small,True,4,50.6,641009.07,Alternative Supplier,3,58,174,True,4,Critical
DIS-095211,Natural Disaster,Aerospace,1,South America,Medium,True,2,45.8,525640.38,Combined Strategy,1,5,55,False,2,Medium
DIS-095212,Labor Strike,Consumer Goods,1,Asia-Pacific,Small,True,3,48.5,384976.93,Alternative Supplier,5,9,66,False,3,High
DIS-095213,Labor Strike,Consumer Goods,4,North America,Small,True,2,29.3,111848.41,Inventory Buffer,1,33,49,False,2,Medium
DIS-095214,Natural Disaster,Aerospace,3,South America,Small,False,2,23.5,435616.29,Production Reroute,19,11,51,False,2,Medium
DIS-095215,Port Congestion,Electronics,3,Europe,Large,False,3,32.8,5176063.32,Inventory Buffer,1,12,63,True,3,High
DIS-095216,Natural Disaster,Electronics,3,South America,Medium,False,4,46.5,1037869.41,Combined Strategy,12,66,302,False,4,Critical
DIS-095217,Labor Strike,Aerospace,3,Europe,Small,False,2,32.9,451950.72,Inventory Buffer,1,38,78,True,2,Medium
DIS-095218,Factory Incident,Pharmaceuticals,1,South America,Small,False,2,18.6,518358.67,Alternative Supplier,1,21,42,False,2,Medium
DIS-095219,Cyber Attack,Electronics,3,Europe,Small,True,5,57.8,180342.91,Alternative Supplier,1,37,112,False,5,
DIS-095220,Labor Strike,Automotive,2,Asia-Pacific,Medium,True,2,22.4,1138998.62,Alternative Supplier,1,4,67,False,2,Medium
DIS-095221,Port Congestion,Pharmaceuticals,1,Europe,Small,True,1,24.2,7463990.65,Alternative Supplier,2,7,31,False,1,Low
DIS-095222,Cyber Attack,Electronics,2,South America,Medium,False,2,27.5,3859526.49,Inventory Buffer,1,12,21,False,2,Medium
DIS-095223,Geopolitical,Electronics,2,Asia-Pacific,Small,False,2,37.3,266538.12,Combined Strategy,2,41,77,False,2,Medium
DIS-095224,Natural Disaster,Automotive,2,Asia-Pacific,Large,False,3,48.6,5349081.05,Inventory Buffer,12,56,117,True,3,High
DIS-095225,Port Congestion,Automotive,3,South America,Large,False,2,30.6,4808290.97,Inventory Buffer,11,5,60,True,2,Medium
DIS-095226,Port Congestion,Electronics,2,Asia-Pacific,Medium,False,2,21.3,361816.64,Customer Delay,3,48,77,False,2,Medium
DIS-095227,Port Congestion,Electronics,4,Africa/Middle East,Medium,True,2,8.1,77012.87,Production Reroute,1,25,46,False,2,Medium
DIS-095228,Geopolitical,Electronics,1,Europe,Small,False,3,49.4,442849.5,Combined Strategy,23,4,65,False,3,High
DIS-095229,Natural Disaster,Automotive,1,Asia-Pacific,Medium,False,3,53.6,1328642.72,Inventory Buffer,5,18,134,False,3,High
DIS-095230,Port Congestion,Aerospace,2,South America,Medium,False,3,32.5,3357043.91,Customer Delay,9,39,124,True,3,High
DIS-095231,Labor Strike,Automotive,1,South America,Medium,False,3,36.6,1346844.04,Alternative Supplier,1,17,121,False,3,High
DIS-095232,Labor Strike,Aerospace,2,South America,Large,True,2,27.7,9263249.91,Alternative Supplier,1,42,54,False,2,Medium
DIS-095233,Port Congestion,Electronics,3,Europe,Large,True,1,7.5,1264601.85,Alternative Supplier,2,14,39,False,1,Low
DIS-095234,Cyber Attack,Electronics,1,Asia-Pacific,Large,True,3,44.2,7065438.52,Alternative Supplier,10,51,76,True,3,High
DIS-095235,Port Congestion,Automotive,1,Europe,Large,True,1,34.3,2315299.49,Alternative Supplier,1,12,42,False,1,Low
DIS-095236,Cyber Attack,Electronics,2,Asia-Pacific,Medium,True,4,68.4,2255238.65,Alternative Supplier,1,28,173,False,4,Critical
DIS-095237,Factory Incident,Automotive,2,Europe,Small,False,3,48.7,1748660.09,Inventory Buffer,7,34,108,True,3,High
DIS-095238,Cyber Attack,Aerospace,4,Europe,Large,True,2,29.2,8488290.91,Production Reroute,1,14,26,False,2,Medium
DIS-095239,Port Congestion,Electronics,2,Europe,Small,False,3,29.0,259374.66,Production Reroute,1,21,99,True,3,High
DIS-095240,Factory Incident,Automotive,1,Asia-Pacific,Small,False,1,7.3,44820.58,Customer Delay,3,28,65,True,1,Low
DIS-095241,Labor Strike,Consumer Goods,2,North America,Medium,True,2,40.1,1286029.64,Alternative Supplier,1,6,11,False,2,Medium
DIS-095242,Geopolitical,Electronics,2,Asia-Pacific,Small,True,4,42.3,1350949.77,Production Reroute,1,113,161,True,4,Critical
DIS-095243,Natural Disaster,Pharmaceuticals,3,North America,Medium,False,4,39.1,6685302.92,Production Reroute,1,6,107,False,4,Critical
DIS-095244,Labor Strike,Automotive,1,North America,Medium,True,2,35.7,1246085.05,Alternative Supplier,3,7,17,True,2,Medium
DIS-095245,Cyber Attack,Electronics,2,Asia-Pacific,Large,True,3,37.2,1995711.49,Alternative Supplier,15,38,54,False,3,High
DIS-095246,Cyber Attack,Electronics,2,Europe,Medium,False,3,34.5,812304.4,Alternative Supplier,1,29,45,False,3,High
DIS-095247,Natural Disaster,Consumer Goods,3,North America,Medium,True,1,12.6,675494.49,Alternative Supplier,2,16,57,False,1,Low
DIS-095248,Cyber Attack,Automotive,1,North America,Medium,False,2,33.7,407127.07,Customer Delay,8,14,21,True,2,Medium
DIS-095249,Labor Strike,Pharmaceuticals,2,South America,Small,True,3,32.2,401171.44,Alternative Supplier,1,5,30,False,3,High
DIS-095250,Geopolitical,Automotive,2,Africa/Middle East,Small,True,4,46.9,678643.83,Alternative Supplier,3,20,101,False,4,Critical
DIS-095251,Cyber Attack,Automotive,3,Europe,Medium,True,1,17.9,831564.85,Alternative Supplier,1,15,28,False,1,Low
DIS-095252,Cyber Attack,Pharmaceuticals,2,Asia-Pacific,Large,False,3,42.9,7615869.26,Customer Delay,1,59,78,False,3,High
DIS-095253,Port Congestion,Consumer Goods,1,Africa/Middle East,Small,False,1,7.8,45025.68,Customer Delay,2,14,50,False,1,Low
DIS-095254,Port Congestion,Electronics,3,Asia-Pacific,Small,False,1,1.5,12925.15,Customer Delay,8,20,39,False,1,Low
DIS-095255,Geopolitical,Electronics,1,Asia-Pacific,Small,False,1,16.5,402182.43,Inventory Buffer,15,5,29,True,1,Low
DIS-095256,Geopolitical,Automotive,1,Asia-Pacific,Medium,False,2,38.9,2174449.15,Alternative Supplier,6,15,41,True,2,Medium
DIS-095257,Cyber Attack,Consumer Goods,3,Asia-Pacific,Large,True,4,37.7,8236703.88,Alternative Supplier,1,12,148,True,4,Critical
DIS-095258,Geopolitical,Electronics,3,Asia-Pacific,Small,False,2,18.9,432495.24,Inventory Buffer,3,16,42,False,2,Medium
DIS-095259,Factory Incident,Automotive,1,Asia-Pacific,Large,True,4,55.1,5590826.84,Production Reroute,1,32,68,True,4,Critical
DIS-095260,Port Congestion,Consumer Goods,3,Asia-Pacific,Small,False,2,29.4,81057.9,Production Reroute,2,17,57,False,2,Medium
DIS-095261,Port Congestion,Electronics,1,South America,Small,False,2,4.9,39180.87,Production Reroute,1,7,80,True,2,Medium
DIS-095262,Factory Incident,Automotive,1,North America,Large,True,2,19.5,5444431.12,Inventory Buffer,1,11,50,False,2,Medium
DIS-095263,Factory Incident,Automotive,2,Africa/Middle East,Large,True,2,42.9,25549764.48,Alternative Supplier,2,20,37,True,2,Medium
DIS-095264,Factory Incident,Aerospace,1,Europe,Medium,False,1,14.6,2358709.15,Production Reroute,3,6,38,False,1,Low
DIS-095265,Factory Incident,Pharmaceuticals,2,Asia-Pacific,Medium,True,1,23.3,1776312.15,Alternative Supplier,1,8,13,True,1,Low
DIS-095266,Port Congestion,Automotive,1,Asia-Pacific,Small,True,2,28.1,290969.93,Alternative Supplier,2,32,46,False,2,Medium
DIS-095267,Natural Disaster,Electronics,2,Europe,Large,True,5,67.8,1787648.56,Alternative Supplier,1,16,108,True,5,
DIS-095268,Port Congestion,Consumer Goods,3,Europe,Medium,True,2,36.6,1284564.52,Alternative Supplier,6,25,66,False,2,Medium
DIS-095269,Geopolitical,Consumer Goods,2,Europe,Small,False,2,26.6,246716.9,Customer Delay,13,6,40,False,2,Medium
DIS-095270,Geopolitical,Pharmaceuticals,1,North America,Small,False,3,50.3,3077400.92,Inventory Buffer,2,13,43,False,3,High
DIS-095271,Natural Disaster,Aerospace,2,South America,Large,True,2,25.6,8384481.98,Alternative Supplier,1,11,84,True,2,Medium
DIS-095272,Geopolitical,Electronics,4,Europe,Medium,False,4,32.9,682153.09,Combined Strategy,4,82,131,False,4,Critical
DIS-095273,Port Congestion,Consumer Goods,2,South America,Small,True,1,9.6,22886.91,Alternative Supplier,2,4,16,False,1,Low
DIS-095274,Labor Strike,Automotive,3,Asia-Pacific,Large,False,3,25.4,12956005.52,Combined Strategy,6,56,61,False,3,High
DIS-095275,Geopolitical,Pharmaceuticals,2,Africa/Middle East,Medium,True,2,34.4,2174132.58,Inventory Buffer,2,21,37,False,2,Medium
DIS-095276,Geopolitical,Electronics,3,Asia-Pacific,Medium,True,2,23.1,1430138.53,Alternative Supplier,1,37,118,False,2,Medium
DIS-095277,Port Congestion,Consumer Goods,2,Asia-Pacific,Large,True,3,28.3,5583877.45,Alternative Supplier,2,26,62,False,3,High
DIS-095278,Labor Strike,Consumer Goods,2,Asia-Pacific,Small,True,1,1.0,10000.0,Combined Strategy,1,16,26,False,1,Low
DIS-095279,Natural Disaster,Pharmaceuticals,1,Asia-Pacific,Medium,True,2,4.2,238264.24,Production Reroute,5,20,66,True,2,Medium
DIS-095280,Factory Incident,Consumer Goods,2,Europe,Large,True,4,58.6,7978405.9,Production Reroute,1,40,84,True,4,Critical
DIS-095281,Factory Incident,Consumer Goods,2,Asia-Pacific,Large,False,3,28.3,1224423.78,Combined Strategy,11,14,76,False,3,High
DIS-095282,Factory Incident,Aerospace,1,Europe,Large,True,1,30.8,9813709.25,Alternative Supplier,1,3,11,False,1,Low
DIS-095283,Geopolitical,Electronics,4,North America,Small,True,3,30.0,316688.13,Customer Delay,1,57,71,True,3,High
DIS-095284,Geopolitical,Electronics,2,Asia-Pacific,Large,True,1,5.8,395534.23,Inventory Buffer,1,6,52,False,1,Low
DIS-095285,Port Congestion,Consumer Goods,3,North America,Medium,True,3,48.9,2104181.81,Alternative Supplier,1,32,52,False,3,High
DIS-095286,Cyber Attack,Aerospace,3,Asia-Pacific,Medium,True,4,29.4,2591198.46,Alternative Supplier,11,54,66,False,4,Critical
DIS-095287,Natural Disaster,Consumer Goods,1,Africa/Middle East,Large,True,2,24.0,1698041.18,Alternative Supplier,1,25,42,False,2,Medium
DIS-095288,Port Congestion,Electronics,2,South America,Large,True,2,26.4,1312755.78,Alternative Supplier,2,16,24,False,2,Medium
DIS-095289,Natural Disaster,Electronics,1,North America,Medium,True,3,50.5,2319181.93,Alternative Supplier,1,12,24,False,3,High
DIS-095290,Geopolitical,Automotive,2,Europe,Medium,True,3,45.7,5569166.91,Combined Strategy,7,39,58,True,3,High
DIS-095291,Labor Strike,Consumer Goods,2,Africa/Middle East,Small,False,1,14.6,123729.59,Production Reroute,8,4,42,False,1,Low
DIS-095292,Port Congestion,Electronics,4,South America,Medium,False,1,1.0,20675.47,Inventory Buffer,1,3,19,False,1,Low
DIS-095293,Factory Incident,Consumer Goods,1,Asia-Pacific,Large,False,3,55.1,5239165.26,Customer Delay,10,25,157,True,3,High
DIS-095294,Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Large,False,1,9.8,1020071.56,Production Reroute,11,5,14,False,1,Low
DIS-095295,Port Congestion,Electronics,2,North America,Small,True,1,16.8,215253.29,Alternative Supplier,1,17,42,False,1,Low
DIS-095296,Geopolitical,Aerospace,3,North America,Large,True,2,3.7,851328.1,Alternative Supplier,1,13,34,False,2,Medium
DIS-095297,Port Congestion,Electronics,3,Asia-Pacific,Large,True,1,7.1,987035.57,Alternative Supplier,1,15,23,False,1,Low
DIS-095298,Geopolitical,Consumer Goods,1,Asia-Pacific,Medium,True,2,56.9,601093.18,Alternative Supplier,1,20,40,False,2,Medium
DIS-095299,Port Congestion,Automotive,2,Asia-Pacific,Large,True,2,13.2,8390047.74,Production Reroute,1,5,80,True,2,Medium
DIS-095300,Geopolitical,Automotive,3,South America,Large,True,2,25.7,3075422.53,Alternative Supplier,3,28,41,False,2,Medium
DIS-095301,Natural Disaster,Pharmaceuticals,1,North America,Medium,False,3,44.8,1094861.45,Inventory Buffer,2,65,114,True,3,High
DIS-095302,Port Congestion,Electronics,2,Europe,Small,False,2,30.9,1158926.93,Production Reroute,3,24,35,False,2,Medium
DIS-095303,Port Congestion,Electronics,1,Europe,Medium,False,3,48.3,1057180.94,Customer Delay,8,3,59,False,3,High
